dist_code,month,sector,investment in cr,number_of_employees
19_3,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5
23_3,01-Nov-22,R&D,0.9,5
18_1,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,5
14_3,01-Nov-22,Engineering,1.3,5
17_2,01-Nov-22,R&D,6.65,5
17_2,01-Dec-22,Plastic and Rubber,0.15,5
23_3,01-Dec-22,Food Processing,0.15,5
23_2,01-Dec-22,Others,0.15,5
20_4,01-Dec-22,Wood and Leather,0.12,5
21_5,01-Jan-23,Wood and Leather,0.07,5
17_1,01-Jan-23,Food Processing,0.12,5
19_3,01-Jan-23,Others,0.1,5
21_6,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,5
17_2,01-Feb-23,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.99,5
14_1,01-Feb-23,Others,0.3,5
17_2,01-Feb-23,Beverages,0.76,5
17_3,01-Feb-23,Pharmaceuticals and Chemicals,0.94,5
19_3,01-Feb-23,Food Processing,0.21,5
23_2,01-Feb-23,Pharmaceuticals and Chemicals,0.15,5
21_1,01-Feb-23,Food Processing,1.5,5
23_3,01-Feb-23,Agro based incl Cold Storages,2.94,5
15_3,01-Feb-23,Granite and Stone Crushing,0.2,5
15_2,01-Feb-23,Textiles,0.3,5
22_2,01-Feb-23,Engineering,0.25,5
20_1,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,5
21_3,01-Mar-23,Engineering,0.17,5
17_2,01-Mar-23,Agro based incl Cold Storages,0.74,5
20_3,01-Apr-19,Plastic and Rubber,0.15,4
15_2,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,4
15_3,01-Apr-19,Wood and Leather,0.15,4
22_1,01-Apr-19,Food Processing,0.2,4
20_1,01-Apr-19,Beverages,0.17,4
20_1,01-Apr-19,Engineering,0.07,4
22_2,01-Apr-19,Agro based incl Cold Storages,0.17,4
18_1,01-Apr-19,Engineering,0.06,4
19_4,01-May-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
21_2,01-May-19,Plastic and Rubber,0.11,4
20_1,01-May-19,Textiles,0.25,4
18_1,01-May-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,4
20_4,01-May-19,Beverages,0.2,4
22_2,01-May-19,Beverages,0.08,4
21_2,01-Jun-19,Engineering,0.14,4
20_2,01-Jun-19,Engineering,0.07,4
20_4,01-Jun-19,Agro based incl Cold Storages,0.68,4
20_4,01-Jun-19,Engineering,0.06,4
15_2,01-Jun-19,Paper and Printing,0.25,4
18_2,01-Jun-19,Engineering,0.25,4
21_2,01-Jul-19,Food Processing,0.32,4
21_7,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
17_1,01-Jul-19,Agro based incl Cold Storages,0.25,4
22_1,01-Jul-19,Textiles,0.15,4
21_2,01-Jul-19,Agro based incl Cold Storages,0.32,4
18_1,01-Jul-19,Agro based incl Cold Storages,0.05,4
21_3,01-Jul-19,Textiles,0.03,4
19_3,01-Jul-19,Beverages,0.12,4
20_2,01-Jul-19,Food Processing,0.19,4
22_1,01-Aug-19,Wood and Leather,0.09,4
20_4,01-Aug-19,Agro based incl Cold Storages,0.19,4
21_5,01-Aug-19,Textiles,0.02,4
15_3,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
18_1,01-Aug-19,Granite and Stone Crushing,0.18,4
21_3,01-Sep-19,Food Processing,0.07,4
20_2,01-Sep-19,Engineering,0.06,4
20_4,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
23_2,01-Sep-19,Agro based incl Cold Storages,0.13,4
22_1,01-Sep-19,Engineering,0.03,4
21_5,01-Sep-19,Agro based incl Cold Storages,0.15,4
20_4,01-Oct-19,Beverages,0.25,4
21_2,01-Oct-19,Food Processing,0.38,4
19_3,01-Oct-19,Food Processing,0.1,4
22_1,01-Oct-19,Beverages,0.12,4
21_2,01-Nov-19,Beverages,0.04,4
14_1,01-Nov-19,Textiles,0.37,4
18_2,01-Nov-19,Paper and Printing,0.13,4
23_3,01-Nov-19,Agro based incl Cold Storages,0.18,4
20_2,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,4
20_2,01-Nov-19,Beverages,0.09,4
21_2,01-Dec-19,Engineering,0.03,4
20_2,01-Dec-19,Beverages,0.1,4
20_4,01-Dec-19,Plastic and Rubber,0.22,4
20_4,01-Dec-19,Beverages,0.12,4
19_1,01-Dec-19,Agro based incl Cold Storages,0.02,4
22_1,01-Dec-19,Wood and Leather,0.14,4
22_1,01-Dec-19,Beverages,0.09,4
22_2,01-Dec-19,Beverages,0.07,4
20_2,01-Jan-20,Beverages,0.17,4
20_2,01-Jan-20,Agro based incl Cold Storages,0.22,4
20_2,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
22_1,01-Jan-20,Wood and Leather,0.04,4
20_2,01-Jan-20,Wood and Leather,0.2,4
19_4,01-Jan-20,Engineering,0.13,4
22_1,01-Jan-20,Beverages,0.11,4
21_2,01-Jan-20,Food Processing,0.04,4
17_2,01-Jan-20,Plastic and Rubber,0.1,4
18_1,01-Jan-20,Food Processing,0.07,4
20_2,01-Feb-20,Beverages,0.1,4
20_2,01-Feb-20,Wood and Leather,0.15,4
18_1,01-Feb-20,Agro based incl Cold Storages,0.22,4
23_1,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,4
18_1,01-Feb-20,Plastic and Rubber,0.04,4
22_1,01-Feb-20,Engineering,0.27,4
20_4,01-Feb-20,Engineering,0.13,4
20_4,01-Feb-20,Textiles,0.23,4
20_4,01-Feb-20,Wood and Leather,0.12,4
20_2,01-Mar-20,Engineering,0.16,4
18_1,01-Mar-20,Granite and Stone Crushing,0.11,4
15_2,01-Mar-20,Beverages,0.2,4
23_3,01-Mar-20,Food Processing,0.5,4
20_1,01-Mar-20,Wood and Leather,0.19,4
20_4,01-Apr-20,Engineering,0.2,4
20_4,01-Apr-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
20_2,01-Apr-20,Food Processing,0.15,4
21_3,01-Apr-20,Agro based incl Cold Storages,0.09,4
18_1,01-Apr-20,Beverages,0.04,4
20_4,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
18_1,01-May-20,Others,1,4
18_1,01-May-20,Agro based incl Cold Storages,0.24,4
18_1,01-May-20,Wood and Leather,0.06,4
22_2,01-May-20,Beverages,0.04,4
22_1,01-May-20,Food Processing,0.2,4
21_2,01-May-20,Agro based incl Cold Storages,0.2,4
20_2,01-May-20,Engineering,0.06,4
19_3,01-May-20,Wood and Leather,0.18,4
15_2,01-Jun-20,Beverages,0.2,4
18_2,01-Jun-20,Wood and Leather,0.25,4
20_4,01-Jun-20,Beverages,0.09,4
23_3,01-Jun-20,Paper and Printing,0.11,4
20_2,01-Jun-20,Beverages,0.11,4
21_7,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
20_1,01-Jun-20,Engineering,0.1,4
20_4,01-Jul-20,Agro based incl Cold Storages,0.2,4
23_3,01-Jul-20,Plastic and Rubber,0.35,4
21_3,01-Jul-20,Engineering,0.14,4
21_7,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
18_1,01-Jul-20,Agro based incl Cold Storages,0.46,4
20_2,01-Aug-20,Wood and Leather,0.25,4
20_2,01-Aug-20,Plastic and Rubber,0.14,4
21_7,01-Aug-20,Agro based incl Cold Storages,0.65,4
21_6,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
20_2,01-Aug-20,Engineering,0.19,4
20_2,01-Aug-20,Beverages,0.18,4
21_2,01-Sep-20,Pharmaceuticals and Chemicals,0.11,4
23_1,01-Sep-20,Agro based incl Cold Storages,0.15,4
21_6,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
21_7,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,4
19_2,01-Sep-20,Engineering,0,4
20_2,01-Oct-20,Engineering,0.14,4
21_5,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
20_2,01-Oct-20,Wood and Leather,0.14,4
22_1,01-Oct-20,Granite and Stone Crushing,0.72,4
22_1,01-Oct-20,Wood and Leather,0.03,4
21_2,01-Oct-20,Granite and Stone Crushing,0.19,4
18_1,01-Oct-20,Agro based incl Cold Storages,0.3,4
22_2,01-Oct-20,Engineering,0.29,4
21_3,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
20_2,01-Nov-20,Paper and Printing,0.05,4
21_2,01-Dec-20,Plastic and Rubber,0.25,4
18_1,01-Dec-20,Agro based incl Cold Storages,0.24,4
19_3,01-Dec-20,Engineering,0.22,4
22_2,01-Dec-20,Engineering,0.13,4
15_1,01-Dec-20,Granite and Stone Crushing,0.4,4
21_7,01-Dec-20,Food Processing,0.1,4
21_3,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
19_1,01-Jan-21,Pharmaceuticals and Chemicals,0.06,4
22_1,01-Jan-21,Paper and Printing,0.12,4
20_4,01-Jan-21,Engineering,0.05,4
22_1,01-Jan-21,Engineering,2.92,4
17_3,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
23_1,01-Jan-21,Wood and Leather,0.23,4
22_2,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,4
21_7,01-Jan-21,Engineering,0.1,4
18_1,01-Jan-21,Others,0.2,4
18_2,01-Feb-21,Engineering,0.03,4
21_2,01-Feb-21,Pharmaceuticals and Chemicals,0.06,4
19_3,01-Feb-21,Engineering,0.15,4
19_2,01-Feb-21,Others,0.11,4
19_2,01-Feb-21,Automobile,0.07,4
22_2,01-Feb-21,Others,0.11,4
21_6,01-Mar-21,Agro based incl Cold Storages,0.11,4
20_2,01-Mar-21,Textiles,0.1,4
14_1,01-Mar-21,Engineering,0.47,4
19_3,01-Mar-21,Engineering,0.1,4
22_1,01-Mar-21,Engineering,0.03,4
18_2,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.01,4
21_5,01-Apr-21,Agro based incl Cold Storages,0.16,4
20_2,01-Apr-21,Pharmaceuticals and Chemicals,0.1,4
19_1,01-Apr-21,Beverages,0.18,4
19_2,01-Apr-21,Engineering,0.04,4
19_3,01-May-21,Beverages,0.12,4
14_3,01-May-21,Agro based incl Cold Storages,0.25,4
15_3,01-May-21,Wood and Leather,0.08,4
23_3,01-May-21,Food Processing,0.2,4
23_1,01-May-21,Granite and Stone Crushing,0.25,4
23_1,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
18_1,01-May-21,Pharmaceuticals and Chemicals,0.1,4
22_2,01-May-21,Engineering,0.18,4
21_5,01-May-21,Food Processing,0.09,4
20_2,01-May-21,Paper and Printing,0.05,4
20_2,01-Jun-21,Beverages,0.16,4
21_7,01-Jun-21,Food Processing,0.1,4
20_2,01-Jul-21,Wood and Leather,0.25,4
21_2,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
23_2,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
21_2,01-Jul-21,Paper and Printing,0.19,4
20_2,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
20_2,01-Jul-21,Beverages,0.2,4
14_3,01-Jul-21,Food Processing,0.19,4
15_1,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.08,4
21_5,01-Jul-21,Engineering,0.07,4
19_1,01-Jul-21,Agro based incl Cold Storages,0.09,4
23_1,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
22_2,01-Aug-21,Others,0.09,4
15_2,01-Aug-21,Electrical and Electronic Products,0.2,4
19_2,01-Aug-21,Engineering,0.2,4
20_4,01-Aug-21,Plastic and Rubber,0.05,4
22_2,01-Aug-21,Agro based incl Cold Storages,0.15,4
20_4,01-Aug-21,Agro based incl Cold Storages,0.13,4
21_5,01-Aug-21,Wood and Leather,0.05,4
15_1,01-Aug-21,Granite and Stone Crushing,2.01,4
21_2,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
17_3,01-Aug-21,Plastic and Rubber,0.2,4
18_1,01-Aug-21,Pharmaceuticals and Chemicals,0.16,4
20_4,01-Sep-21,Beverages,0.12,4
20_4,01-Sep-21,Agro based incl Cold Storages,0.2,4
21_1,01-Sep-21,Food Processing,0.29,4
20_2,01-Sep-21,Beverages,0.16,4
20_2,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
15_1,01-Sep-21,Others,2.9,4
21_7,01-Sep-21,Agro based incl Cold Storages,0.09,4
22_1,01-Sep-21,Pharmaceuticals and Chemicals,0.25,4
20_2,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,4
20_2,01-Oct-21,Beverages,0.1,4
19_1,01-Oct-21,Food Processing,0.21,4
17_2,01-Oct-21,Beverages,0.03,4
23_1,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
17_2,01-Oct-21,Granite and Stone Crushing,0.12,4
20_1,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,4
21_5,01-Oct-21,Beverages,0.09,4
21_3,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
23_3,01-Oct-21,Wood and Leather,0.53,4
18_1,01-Oct-21,Engineering,0.05,4
23_2,01-Oct-21,Plastic and Rubber,0.25,4
20_4,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,4
21_5,01-Oct-21,Engineering,0.07,4
23_1,01-Oct-21,Wood and Leather,0.17,4
15_3,01-Oct-21,Granite and Stone Crushing,0.08,4
21_2,01-Oct-21,Others,0.06,4
20_4,01-Nov-21,Beverages,0.22,4
21_7,01-Nov-21,Plastic and Rubber,0.12,4
21_7,01-Nov-21,Food Processing,0.09,4
17_1,01-Nov-21,Agro based incl Cold Storages,0.11,4
23_3,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
21_2,01-Nov-21,Wood and Leather,0.16,4
21_2,01-Dec-21,Plastic and Rubber,0.1,4
20_2,01-Dec-21,Paper and Printing,0.23,4
22_1,01-Dec-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,4
22_1,01-Dec-21,Food Processing,0.18,4
22_1,01-Dec-21,Wood and Leather,0.12,4
20_3,01-Dec-21,Engineering,0.14,4
19_3,01-Dec-21,Others,0.15,4
21_3,01-Jan-22,Food Processing,0.19,4
19_2,01-Jan-22,Engineering,0.04,4
22_2,01-Jan-22,Others,0.2,4
20_1,01-Jan-22,Beverages,0.1,4
21_7,01-Jan-22,Food Processing,0.06,4
23_2,01-Jan-22,Granite and Stone Crushing,0.25,4
15_3,01-Jan-22,Beverages,0.08,4
17_2,01-Feb-22,Beverages,0.17,4
21_1,01-Feb-22,Granite and Stone Crushing,0.1,4
21_2,01-Feb-22,Wood and Leather,0.2,4
20_1,01-Feb-22,Beverages,0.1,4
22_2,01-Feb-22,Plastic and Rubber,0.95,4
20_2,01-Feb-22,Beverages,0.1,4
21_5,01-Feb-22,Wood and Leather,0.07,4
22_1,01-Feb-22,Others,0.17,4
23_3,01-Mar-22,Others,0.25,4
22_1,01-Mar-22,Beverages,0.4,4
20_4,01-Mar-22,Food Processing,0.2,4
20_2,01-Mar-22,Food Processing,0.21,4
19_2,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
15_1,01-Mar-22,Food Processing,0.19,4
22_2,01-Mar-22,Plastic and Rubber,0.08,4
22_1,01-Apr-22,Agro based incl Cold Storages,0.08,4
21_5,01-Apr-22,Beverages,0.1,4
21_2,01-Apr-22,Engineering,0.31,4
21_1,01-Apr-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,4
14_2,01-Apr-22,Solar and Other Renewable Energy,74.79,4
23_1,01-Apr-22,Agro based incl Cold Storages,1,4
21_3,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
19_2,01-Apr-22,Solar and Other Renewable Energy,0.44,4
20_2,01-Apr-22,Paper and Printing,0.17,4
20_1,01-May-22,Agro based incl Cold Storages,0.1,4
23_2,01-May-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
15_3,01-May-22,Wood and Leather,0.16,4
20_2,01-May-22,Beverages,0.17,4
21_3,01-May-22,Engineering,0.13,4
23_3,01-May-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
17_2,01-May-22,Beverages,0.11,4
23_3,01-May-22,Others,0.25,4
19_1,01-May-22,Engineering,0.09,4
18_1,01-May-22,Wood and Leather,0.14,4
23_3,01-Jun-22,Plastic and Rubber,0.24,4
19_2,01-Jun-22,Plastic and Rubber,0.05,4
20_1,01-Jun-22,Paper and Printing,0.17,4
18_2,01-Jun-22,Wood and Leather,0.13,4
22_1,01-Jun-22,Electrical and Electronic Products,0.18,4
15_2,01-Jun-22,Textiles,0.25,4
20_4,01-Jun-22,Plastic and Rubber,0.25,4
23_1,01-Jul-22,Agro based incl Cold Storages,1,4
18_2,01-Jul-22,Food Processing,0.05,4
17_2,01-Jul-22,Agro based incl Cold Storages,0.25,4
20_2,01-Jul-22,Beverages,0.12,4
14_1,01-Jul-22,Engineering,0.48,4
14_1,01-Jul-22,Granite and Stone Crushing,0.25,4
21_2,01-Jul-22,Wood and Leather,0.07,4
15_3,01-Aug-22,Granite and Stone Crushing,0.16,4
20_2,01-Aug-22,Others,0.25,4
20_3,01-Aug-22,Wood and Leather,0.13,4
22_1,01-Aug-22,Plastic and Rubber,0.13,4
23_1,01-Sep-22,Beverages,0.21,4
21_6,01-Sep-22,Food Processing,0.16,4
21_6,01-Sep-22,Others,0.08,4
20_2,01-Sep-22,Engineering,0.25,4
20_2,01-Sep-22,Beverages,0.11,4
21_3,01-Sep-22,Engineering,0.21,4
19_3,01-Sep-22,Plastic and Rubber,0.15,4
19_3,01-Oct-22,Plastic and Rubber,0.15,4
20_1,01-Oct-22,Engineering,0.14,4
23_1,01-Oct-22,Others,0.49,4
20_2,01-Oct-22,Agro based incl Cold Storages,0.2,4
18_2,01-Oct-22,Textiles,0.06,4
21_3,01-Oct-22,Engineering,0.08,4
22_2,01-Oct-22,Agro based incl Cold Storages,0.16,4
22_1,01-Oct-22,Engineering,0.07,4
23_1,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,4
15_3,01-Nov-22,Agro based incl Cold Storages,0.28,4
21_6,01-Nov-22,Others,3.61,4
21_5,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
21_3,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
21_1,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
17_2,01-Dec-22,Others,0.18,4
20_1,01-Dec-22,Paper and Printing,0.15,4
21_3,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
20_1,01-Dec-22,Beverages,0.25,4
23_1,01-Dec-22,Plastic and Rubber,0.25,4
14_3,01-Dec-22,Engineering,0.9,4
21_3,01-Jan-23,Beverages,0.07,4
23_1,01-Jan-23,Beverages,0.68,4
18_1,01-Jan-23,Engineering,0.14,4
21_5,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
15_2,01-Jan-23,Granite and Stone Crushing,0.5,4
20_4,01-Jan-23,Wood and Leather,0.2,4
20_2,01-Jan-23,Beverages,0.1,4
20_2,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
21_1,01-Feb-23,Beverages,0.09,4
20_4,01-Feb-23,Beverages,0.18,4
21_2,01-Feb-23,Textiles,0.58,4
22_1,01-Feb-23,Plastic and Rubber,0.09,4
23_1,01-Feb-23,Engineering,0.5,4
22_2,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,4
20_1,01-Feb-23,Beverages,0.1,4
15_1,01-Feb-23,Beverages,0.93,4
15_1,01-Mar-23,Granite and Stone Crushing,0.25,4
15_2,01-Mar-23,Textiles,0.25,4
20_2,01-Mar-23,Beverages,0.06,4
17_1,01-Mar-23,Pharmaceuticals and Chemicals,1.25,4
15_2,01-Mar-23,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.15,4
23_1,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
19_2,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,3
20_4,01-Apr-19,Engineering,0.08,3
21_3,01-Apr-19,Engineering,0.05,3
19_3,01-Apr-19,Beverages,0.06,3
22_2,01-Apr-19,Beverages,0.06,3
18_1,01-May-19,Engineering,0.02,3
17_3,01-Jun-19,Agro based incl Cold Storages,0.25,3
19_1,01-Jul-19,Beverages,0.13,3
18_2,01-Jul-19,Engineering,0.02,3
23_2,01-Aug-19,Food Processing,0.26,3
20_1,01-Aug-19,Engineering,0.13,3
19_2,01-Aug-19,Food Processing,0,3
19_1,01-Sep-19,Beverages,0.2,3
19_2,01-Sep-19,Agro based incl Cold Storages,0.08,3
19_2,01-Sep-19,Beverages,0,3
19_1,01-Sep-19,Engineering,0.03,3
14_1,01-Oct-19,Agro based incl Cold Storages,0.55,3
22_2,01-Oct-19,Engineering,0.09,3
18_1,01-Nov-19,Beverages,0.15,3
19_1,01-Nov-19,Beverages,0.13,3
22_2,01-Nov-19,Food Processing,0.23,3
15_3,01-Dec-19,Food Processing,0.03,3
19_3,01-Dec-19,Plastic and Rubber,0.15,3
19_4,01-Dec-19,Engineering,0.05,3
19_4,01-Jan-20,Food Processing,0.05,3
23_3,01-Jan-20,Agro based incl Cold Storages,0.08,3
19_3,01-Mar-20,Paper and Printing,0.14,3
15_3,01-Mar-20,Beverages,0.05,3
19_4,01-Mar-20,Food Processing,0.2,3
19_4,01-Mar-20,Engineering,0.13,3
21_5,01-Mar-20,Textiles,0.08,3
23_3,01-Mar-20,Agro based incl Cold Storages,0.08,3
15_3,01-May-20,Food Processing,0.03,3
18_1,01-May-20,Food Processing,0.3,3
19_1,01-May-20,Plastic and Rubber,0.23,3
23_3,01-May-20,Agro based incl Cold Storages,0.07,3
18_2,01-May-20,Agro based incl Cold Storages,0.05,3
19_1,01-Jun-20,Food Processing,0.04,3
21_3,01-Jun-20,Food Processing,0.12,3
23_3,01-Jun-20,Food Processing,0.3,3
21_5,01-Jul-20,Engineering,0.04,3
21_5,01-Jul-20,Textiles,0.05,3
21_5,01-Jul-20,Wood and Leather,0.04,3
18_1,01-Aug-20,Engineering,0.06,3
18_2,01-Aug-20,Food Processing,0.02,3
19_2,01-Aug-20,Engineering,0.09,3
21_3,01-Aug-20,Engineering,0.15,3
20_4,01-Sep-20,Food Processing,0.03,3
17_2,01-Sep-20,Wood and Leather,0.56,3
19_2,01-Sep-20,Food Processing,0.05,3
15_2,01-Sep-20,Agro based incl Cold Storages,0.05,3
21_5,01-Oct-20,Beverages,0.04,3
19_1,01-Oct-20,Beverages,0.06,3
19_1,01-Nov-20,Engineering,0.03,3
19_1,01-Nov-20,Agro based incl Cold Storages,0.11,3
21_2,01-Nov-20,Plastic and Rubber,0.35,3
21_3,01-Nov-20,Engineering,0.16,3
15_3,01-Nov-20,Agro based incl Cold Storages,0.13,3
15_1,01-Nov-20,Plastic and Rubber,1.12,3
22_1,01-Dec-20,Wood and Leather,0.07,3
19_2,01-Dec-20,Engineering,0.08,3
20_4,01-Dec-20,Agro based incl Cold Storages,0.07,3
21_5,01-Dec-20,Beverages,0.05,3
21_5,01-Dec-20,Textiles,0.07,3
21_5,01-Jan-21,Wood and Leather,0.06,3
22_1,01-Jan-21,Wood and Leather,0.05,3
19_4,01-Jan-21,Beverages,0.18,3
21_7,01-Jan-21,Food Processing,0.15,3
22_2,01-Jan-21,Others,0.2,3
22_1,01-Feb-21,Wood and Leather,0.2,3
22_1,01-Feb-21,Beverages,0.11,3
23_2,01-Mar-21,Plastic and Rubber,0.1,3
21_5,01-Mar-21,Textiles,0.08,3
19_2,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
19_2,01-Mar-21,Beverages,0.06,3
14_2,01-Apr-21,Food Processing,0.14,3
15_3,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
21_3,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,3
23_3,01-Apr-21,Agro based incl Cold Storages,0.14,3
19_2,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
18_2,01-Apr-21,Wood and Leather,0.07,3
23_2,01-May-21,Agro based incl Cold Storages,0.12,3
19_2,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
21_5,01-May-21,Beverages,0.06,3
19_2,01-Jun-21,Agro based incl Cold Storages,0.19,3
23_2,01-Jun-21,Pharmaceuticals and Chemicals,0.1,3
19_3,01-Jun-21,Food Processing,0.15,3
20_1,01-Jul-21,Beverages,0.11,3
22_2,01-Jul-21,Others,0.05,3
17_2,01-Jul-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.87,3
22_1,01-Jul-21,Beverages,0.12,3
14_5,01-Jul-21,Food Processing,0.11,3
23_1,01-Aug-21,Beverages,0.2,3
19_1,01-Aug-21,Beverages,0.03,3
21_5,01-Aug-21,Beverages,0.07,3
20_1,01-Aug-21,Engineering,0.2,3
19_1,01-Sep-21,Paper and Printing,0.09,3
15_3,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,3
21_5,01-Sep-21,Textiles,0.1,3
18_2,01-Oct-21,Engineering,0.03,3
19_3,01-Oct-21,Engineering,0.08,3
19_2,01-Oct-21,Engineering,0.05,3
22_2,01-Oct-21,Food Processing,0.1,3
22_2,01-Oct-21,Agro based incl Cold Storages,0.15,3
23_2,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.42,3
23_2,01-Nov-21,Plastic and Rubber,0.07,3
18_1,01-Nov-21,Wood and Leather,0.13,3
20_2,01-Nov-21,Engineering,0.14,3
19_2,01-Nov-21,Automobile,0.16,3
22_1,01-Nov-21,Wood and Leather,0.08,3
23_3,01-Dec-21,Food Processing,0.18,3
20_2,01-Dec-21,Engineering,0.11,3
21_3,01-Jan-22,Beverages,0.06,3
18_1,01-Jan-22,Others,0.21,3
17_1,01-Jan-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.05,3
15_3,01-Jan-22,Wood and Leather,0.07,3
17_1,01-Jan-22,Pharmaceuticals and Chemicals,0.05,3
22_1,01-Jan-22,Engineering,0.04,3
19_1,01-Feb-22,Plastic and Rubber,0.14,3
20_4,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,3
22_1,01-Feb-22,Plastic and Rubber,0.14,3
22_1,01-Feb-22,Beverages,0.12,3
15_3,01-Mar-22,Engineering,0.18,3
20_2,01-Mar-22,Engineering,0.05,3
23_1,01-Mar-22,Beverages,0.14,3
21_3,01-Mar-22,Textiles,0.08,3
21_5,01-Apr-22,Food Processing,0.17,3
21_5,01-Apr-22,Engineering,0.1,3
19_2,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,3
17_2,01-Apr-22,Engineering,0.07,3
